,generations,mean,max
0,1,7.406815647800766,18.59680935860976
1,2,8.256564617056211,18.80065688896076
2,3,12.236481298676923,18.80065688896076
3,4,11.986066650996847,18.80065688896076
4,5,12.12055555509478,18.80065688896076
5,6,12.421494246917346,18.80065688896076
6,7,11.764958779347667,18.80065688896076
7,8,11.75209662103526,19.634575353944157
8,9,10.956746079216892,19.634575353944157
9,10,11.429334193168112,19.634575353944157
10,11,11.996965217135818,19.634575353944157
11,12,12.396760512093072,19.634575353944157
12,13,11.828378635999895,21.98959839767413
13,14,11.903350237198907,21.98959839767413
14,15,12.335895444249553,21.98959839767413
15,16,13.162461269073265,21.98959839767413
16,17,13.150790756001284,21.98959839767413
17,18,12.928902696624133,21.98959839767413
18,19,12.232814311843224,21.98959839767413
19,20,12.140890805190658,21.98959839767413
20,21,12.597174843437456,21.98959839767413
21,22,14.483223956587308,21.98959839767413
22,23,13.781965969795216,24.36139457160536
23,24,13.439636090355593,24.36139457160536
24,25,13.295350816890986,24.36139457160536
25,26,12.66038727870868,24.36139457160536
26,27,11.744161753208404,24.36139457160536
27,28,11.059213408614552,24.36139457160536
28,29,10.423149262024548,24.36139457160536
29,30,11.269612155374743,24.36139457160536
30,31,12.325333549604512,24.36139457160536
31,32,12.196354458256353,24.36139457160536
32,33,13.157652018254515,24.36139457160536
33,34,12.164993073773514,24.36139457160536
34,35,12.344810710421905,24.36139457160536
35,36,11.7642540806554,24.36139457160536
36,37,11.261230581666542,24.36139457160536
37,38,11.266783007755008,24.36139457160536
38,39,11.48898866528883,24.36139457160536
39,40,12.554208336315007,25.54301436687615
40,41,12.867933122610772,25.54301436687615
41,42,12.922483417396046,25.54301436687615
42,43,12.880246194632594,25.54301436687615
43,44,12.332070957387272,25.54301436687615
44,45,10.838367235697572,25.54301436687615
45,46,11.867879975844044,25.54301436687615
46,47,13.15077608752185,25.54301436687615
47,48,12.086544138507742,25.54301436687615
48,49,13.800371097200825,25.54301436687615
49,50,15.22039674654542,25.54301436687615
50,51,13.188665911593045,25.54301436687615
51,52,12.232877767766826,25.54301436687615
52,53,11.63686365616893,25.54301436687615
53,54,11.619424650495057,25.54301436687615
54,55,13.824534504928419,25.54301436687615
55,56,13.354634598989652,25.54301436687615
56,57,12.88407130850458,25.54301436687615
57,58,13.071034209173376,25.54301436687615
58,59,13.181690052087777,25.54301436687615
59,60,13.40723393402156,25.54301436687615
60,61,11.044512157454632,25.54301436687615
61,62,12.476958630932467,25.54301436687615
62,63,12.440418831058635,25.54301436687615
63,64,11.183977435843353,25.54301436687615
64,65,11.963178323054205,25.54301436687615
65,66,12.498587465545846,25.54301436687615
66,67,12.862289229038396,25.54301436687615
67,68,12.845611845043788,25.54301436687615
68,69,11.652402222927595,25.54301436687615
69,70,13.245771080339688,25.54301436687615
70,71,13.392452664338112,25.54301436687615
71,72,13.880223063016892,25.54301436687615
72,73,12.658382687724822,25.54301436687615
73,74,13.489437923781287,25.54301436687615
74,75,12.412951445938836,25.54301436687615
75,76,13.133956906844467,25.54301436687615
76,77,13.16513901320015,25.54301436687615
77,78,12.246193875604682,25.54301436687615
78,79,10.389540595623247,25.54301436687615
79,80,11.515911385669442,25.54301436687615
80,81,13.49584199022024,25.54301436687615
81,82,13.167281425558938,25.54301436687615
82,83,13.012828235939697,25.54301436687615
83,84,12.686471663133226,25.54301436687615
84,85,12.057458048754153,25.83904568160608
85,86,11.904283955817016,25.83904568160608
86,87,11.825921880932771,25.83904568160608
87,88,12.177007246427662,25.83904568160608
88,89,12.773717774519532,26.438252990703177
89,90,12.404278557642478,26.438252990703177
90,91,12.286241960519664,26.438252990703177
91,92,11.96156725373888,26.438252990703177
92,93,11.60707954045471,26.438252990703177
93,94,11.518770960070428,26.438252990703177
94,95,13.34696232431249,26.438252990703177
95,96,13.576763267329618,26.438252990703177
96,97,13.420367527436698,26.438252990703177
97,98,14.236370803158174,26.438252990703177
98,99,13.300857822975207,26.438252990703177
99,100,12.146713576429404,26.438252990703177
